MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,houseage,houseremodelage,totalsf,totalarea,totalbaths,totalporchsf
60,RL,70.0,7700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,756,GasA,TA,Y,SBrkr,0,4,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,6,WD,Normal,11.951186847493476,44,44,1839,2595,1.5,340
180,RM,21.0,1936,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,Gable,CompShg,CemntBd,CmentBd,No,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,0,GasA,Gd,Y,SBrkr,0,1,1,TA,3,Typ,0,No,No,No,0,No,Y,0,0,12,WD,Normal,11.344518647594766,37,37,1260,1260,2.0,0
60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,CemntBd,CmentBd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,813,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,12.235393555399902,1,1,1665,2478,2.5,0
70,RL,60.0,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,755,GasA,TA,Y,SBrkr,0,4,1,TA,7,Typ,1,Gd,Detchd,Unf,1,Fa,P,0,0,10,WD,Normal,11.58989576532275,69,59,1510,2265,2.0,120
60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,880,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,12.160033942617156,13,13,1716,2596,2.5,120
50,RM,60.0,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,756,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,6,WD,Normal,11.813037464800539,102,13,1469,2225,1.0,296
20,RL,91.0,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,413,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3,TA,Y,0,0,8,WD,Normal,12.765691290604371,13,13,3809,4222,3.5,282
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,525,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,3,WD,Family,11.385103457032141,39,39,1092,1617,1.5,0
20,RL,72.0,10007,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,GasA,Ex,Y,SBrkr,0,3,1,Gd,5,Typ,0,No,Attchd,RFn,1,TA,Y,0,0,8,WD,Normal,11.8879382384223,49,2,1859,2106,2.5,0
70,RL,60.0,7200,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Stucco,Wd Shng,No,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,776,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1,TA,P,0,0,2,WD,Normal,11.91170829631447,77,8,1502,2278,1.5,112
50,RL,78.0,17503,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,912,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,TA,Y,0,0,1,WD,Abnorml,11.487617913343598,62,60,1458,2370,1.5,192
20,RL,75.0,9937,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,PConc,TA,TA,No,BLQ,849,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,0,No,Detchd,Fin,2,TA,Y,0,0,3,WD,Normal,12.025755079404917,45,10,2123,2972,2.0,0
60,RL,0.0,12384,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,793,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,11,WD,Normal,12.19552218463499,31,31,1935,2728,2.5,365
60,RL,52.0,46589,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,88,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,TA,Y,0,0,7,WD,Normal,12.904209855160254,15,4,3989,4077,3.5,593
20,RL,120.0,13560,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,1392,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Maj2,2,TA,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,11.608244735642321,41,41,1392,2784,2.0,240
85,RL,90.0,10012,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,38,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,RFn,2,TA,Y,0,0,4,WD,Normal,11.83138646878959,36,36,2281,2319,3.0,180
20,RL,49.0,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,356,GasA,Ex,Y,SBrkr,0,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,TA,Y,0,0,1,New,Partial,12.955129822091815,1,0,3818,4174,2.5,459
60,RL,106.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,1406,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,11,WD,Normal,12.348010479804223,6,6,1936,3342,2.5,312
60,RL,0.0,18450,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,111,GasA,TA,Y,SBrkr,0,3,1,TA,7,Sev,1,Po,CarPort,Unf,2,TA,Y,0,0,8,WD,Abnorml,11.767575435251748,42,28,3290,3401,2.5,265
20,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,270,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Fa,Attchd,RFn,2,TA,Y,0,0,10,WD,Normal,12.173037959397275,14,10,2817,3087,3.0,266
20,RL,0.0,14175,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,CemntBd,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,200,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Min2,1,TA,Detchd,Unf,2,TA,Y,0,0,11,WD,Normal,12.031725210748633,50,19,2425,2625,2.5,304
30,RL,80.0,11600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,700,GasA,Ex,Y,SBrkr,0,2,1,Fa,5,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,7,WD,Normal,11.83138646878959,84,56,1180,1880,1.0,67
60,RL,64.0,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,545,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,2,WD,Normal,12.063938642041201,4,4,1669,2214,3.5,135
70,RH,54.0,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,121,GasA,TA,N,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,7,WD,Normal,11.548302261270587,84,59,1920,2041,3.0,147
20,RL,0.0,11250,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,No,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,441,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,12.013706813470414,29,29,1975,2416,2.5,240
20,RL,110.0,14442,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,291,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,2,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,12.458778882573533,50,3,3025,3316,3.0,287
20,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,244,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,1,Gd,Attchd,RFn,1,TA,Y,0,0,7,WD,Normal,11.849404844423074,43,43,2028,2272,2.0,426
160,RL,24.0,2289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,544,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,4,WD,Normal,11.908346971208951,31,31,1752,2296,2.5,28
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,Gable,CompShg,AsbShng,Stucco,No,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,1095,GasW,Fa,N,SBrkr,0,4,2,TA,8,Min2,0,No,2Types,Unf,3,Fa,N,0,0,5,WD,Normal,11.373674891823535,106,56,1774,2869,3.0,90
30,RL,52.0,9022,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,768,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Detchd,Unf,1,Fa,N,0,0,5,WD,Normal,11.603688960617083,85,3,792,1560,1.0,436
20,RL,80.0,11844,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,2046,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,TA,Y,0,0,7,New,Partial,12.827995001361906,1,1,2046,4092,2.5,404
20,RL,0.0,9945,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,161,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,10,WD,Normal,11.763691965388299,46,46,1815,1976,2.0,0
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,261,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,1,TA,Attchd,RFn,1,TA,Y,0,0,5,WD,Normal,11.870606902224587,30,30,1585,1846,2.0,80
50,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,VinylSd,Stucco,No,0.0,TA,TA,BrkTil,TA,TA,No,Rec,611,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,7,WD,Abnorml,11.979391594635791,77,9,1702,2313,1.0,56
120,RL,0.0,2887,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,288,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,Unf,2,TA,Y,0,0,11,WD,Normal,12.06105265381003,12,11,2294,2582,2.0,307
20,RL,90.0,11248,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,567,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,3,TA,Y,0,0,7,WD,Normal,12.560247968016562,5,5,2727,3294,3.0,302
60,RL,58.0,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,1195,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,12.30592250537653,12,12,1839,3034,2.5,81
160,RL,0.0,5062,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,180,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Min1,1,TA,Attchd,Fin,2,TA,Y,0,0,9,WD,Normal,12.242891437918386,23,23,3100,3280,3.0,219
60,FV,84.0,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,874,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,8,New,Partial,12.336556900342153,0,0,1761,2635,3.0,249
160,FV,0.0,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,312,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,3,WD,Normal,11.910365121788654,3,3,1341,1653,2.5,60
20,RL,60.0,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,474,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,10,New,Partial,12.879019669789754,0,0,2364,2838,3.0,140
120,RL,61.0,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1342,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,12.179220327453931,2,1,1382,2724,2.0,220
120,RM,0.0,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,151,GasA,Ex,Y,SBrkr,0,1,1,Gd,3,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,11.856522261533737,4,4,1545,1696,2.0,149
60,RL,42.0,26178,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,245,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,2,TA,Y,0,0,4,WD,Normal,12.721888795877375,17,16,3484,3729,3.5,347
30,RL,60.0,5400,Pave,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,1073,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,12,WD,Abnorml,11.59433032142082,85,38,1073,2146,1.0,112
50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,927,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,4,WD,Normal,11.860062063178267,73,59,1539,2466,1.5,112
20,RL,54.0,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,92,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,7,WD,Normal,12.07824495582233,19,19,2157,2249,3.0,125
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,No,0.0,TA,TA,CBlock,TA,TA,No,LwQ,0,GasA,Gd,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,6,WD,Normal,11.39640288460621,85,56,1232,1232,1.0,129
20,RL,57.0,6420,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,219,GasA,Fa,Y,FuseA,0,2,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,9,WD,Normal,11.724004532183379,54,54,1909,2128,1.5,0
20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,224,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,4,WD,Normal,11.83863282480007,45,1,1564,1788,2.0,560
120,FV,59.0,4282,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1375,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,12.185875040240456,4,4,1407,2782,2.0,314
20,RL,85.0,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,526,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,TA,Y,0,0,5,WD,Normal,12.652362948153474,4,4,3074,3600,3.0,348
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,1164,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,7,COD,Normal,11.849404844423074,37,37,1164,2328,1.5,0
60,RL,82.0,12438,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,1234,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,TA,Y,0,0,7,New,Partial,12.799178471909892,0,0,2576,3810,2.5,424
190,RM,76.0,7630,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,360,GasA,Gd,Y,SBrkr,0,4,2,Gd,8,Typ,1,Po,Detchd,Unf,2,TA,N,0,0,5,WD,Normal,11.849404844423074,110,14,1812,2172,2.0,384
20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,761,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,12.269052139516223,6,5,2196,2957,3.0,179
190,RM,70.0,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,Hip,CompShg,VinylSd,Wd Shng,No,0.0,Fa,Fa,Slab,No,No,No,Unf,0,GasA,Fa,N,SBrkr,0,3,2,Fa,7,Mod,0,No,No,No,0,No,N,0,3500,7,WD,Normal,10.915106645867503,80,60,1092,1092,2.0,0
120,RL,48.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,461,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,12,WD,Normal,12.445093483000798,3,3,2187,2648,3.0,230
60,RL,65.0,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,7,New,Partial,12.09815887308463,0,0,1456,2184,2.5,124
20,RL,0.0,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,876,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,12,WD,Abnorml,11.60733523953139,42,42,904,1780,1.0,0
30,RL,56.0,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,CBlock,TA,TA,No,Unf,270,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Maj2,0,No,No,No,0,No,N,0,0,7,WD,Normal,10.859018228147887,73,5,729,999,1.0,0
50,C (all),66.0,8712,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,Stone,TA,TA,Mn,Unf,859,GasA,Gd,Y,SBrkr,0,2,1,TA,7,Typ,0,No,Detchd,RFn,1,TA,N,0,0,1,WD,Abnorml,11.54031687156214,110,60,1178,2037,1.0,166
120,RL,40.0,4671,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,461,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,10,WD,Normal,12.149507585033072,20,19,1995,2456,3.0,288
